company_brand,founded,headquarter,sector,about_company,founders,investor,amount,series,year
Qyuki,1970,Mumbai,Media and Entertainment,Multi-channel broadcast network,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,others,2020-01-01
Leap India,1970,Coimbatore,Agricultural Technology,Agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,early traction,2020-01-01
Picxy,1970,Hyderabad,Media and Entertainment,Stock photo industry,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,others,2020-01-01
Krimanshi,1970,Jodhpur,Agricultural Technology,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,others,2020-01-01
NEETprep,1970,Delhi,Education Technology,Provides crash course for NEET preparation,Kapil Gupta,IndiaQuotient,0.0,others,2020-01-01
Dot Pvt. Ltd,1970,Gurgaon,Fintech,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,validation,2020-01-01
Kuku FM,1970,Mumbai,Media and Entertainment,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,early traction,2020-01-01
SuperMoney,1970,Mumbai,Fintech,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,early traction,2020-01-01
Rebel Foods,1970,,Food and Beverages,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,others,2020-01-01
AlphaVector,1970,Bangalore,E tailor,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",0.0,others,2020-01-01
Fox Capital,1970,Jaipur,Fintech,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,others,2020-01-01
Tribe Theory,1970,Bangalore,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,others,2020-01-01
Fleetx,1970,,Software-as-a-Service,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,early traction,2020-01-01
Embibe,1970,Mumbai,Education Technology,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,others,2020-01-01
Entri,1970,Kochi,Education Technology,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,validation,2020-01-01
Oye! Rickshaw,1970,,E-mobility,App-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,early traction,2020-01-01
Seal Professional,1970,Bangalore,Education Technology,Trains students in managemnt and leadership skills and also helps in placement,,Equanimity Ventures,0.0,early traction,2020-01-01
Sprinng Foods,1970,Mumbai,Food and Beverages,Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",0.0,others,2020-01-01
1MG,1970,Gurgaon,Healthcare,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,others,2020-01-01
Aagey,1970,Bangalore,Fintech,Provides financial assistance to MSMEs,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",0.0,others,2020-01-01
Doubtnut,1970,Gurgaon,Education Technology,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,early traction,2020-01-01
AdonMo,1970,Bangalore,Ad-tech,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,others,2020-01-01
RACEnergy,1970,,E-mobility,It builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",0.0,validation,2020-01-01
BharatPe,1970,Delhi,Fintech,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,others,2020-01-01
Kisan Network,1970,Gurgaon,Agricultural Technology,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,validation,2020-01-01
Vogo,1970,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,early traction,2020-01-01
Yolo,1970,Gurgaon,Transportation and Mobility,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,validation,2020-01-01
Unotech,1970,Mumbai,Software-as-a-Service,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,others,2020-01-01
Zetwerk,1970,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,others,2020-01-01
CureSkin,1970,Bangalore,Healthcare,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,others,2020-01-01
WizKlub,1970,Bangalore,Education Technology,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,validation,2020-01-01
Interviewbit,1970,Pune,Education Technology,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,early traction,2020-01-01
MoneyTap,1970,,Fintech,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,early traction,2020-01-01
Uniplatform Tech,1970,Delhi,Software-as-a-Service,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",0.0,others,2020-01-01
INdwealth,1970,Gurgaon,Fintech,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,early traction,2020-01-01
Bizongo,1970,Mumbai,Marketplace,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,early traction,2020-01-01
AppsFlyer,1970,Bangalore,Software-as-a-Service,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,early traction,2020-01-01
Digit Insurance,1970,Bangalore,Insurance,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,others,2020-01-01
Livspace,1970,Bangalore,Furniture and Home Decor,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,early traction,2020-01-01
GetVantage,1970,Mumbai,Fintech,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",0.0,validation,2020-01-01
Konfinity,1970,Noida,Education Technology,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel investors,0.0,others,2020-01-01
Pine Labs,1970,Noida,Fintech,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,0.0,others,2020-01-01
Instoried,1970,Delhi,Software-as-a-Service,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"SOSV, Chinaccelerator",0.0,others,2020-01-01
Nupay,1970,Haryana,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,0.0,others,2020-01-01
LogiNext,1970,,Transportation and Mobility,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,early traction,2020-01-01
Samosa Singh,1970,Bangalore,Food and Beverages,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,early traction,2020-01-01
Crysta,1970,Delhi,Healthcare,Offers diagnostic and screening services with regular counselling and clinical data management,,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,early traction,2020-01-01
Eupheus Learning,1970,Delhi,Education Technology,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,early traction,2020-01-01
Bounce,1970,Bangalore,Transportation and Mobility,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,early traction,2020-01-01
Park+,1970,,Techonology,It is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,others,2020-01-01
Goodmylk,1970,Bangalore,Dairy,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,validation,2020-01-01
SmartKarrot,1970,,Software-as-a-Service,It tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1000000.0,others,2020-01-01
Skylo,1970,,Internet of Things,Provides affordable and ever present network that connects machines or sensors,Trivedi,SoftBank Group,103000000.0,early traction,2020-01-01
Tea Trunk,1970,Goa,Beverage,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,220000.0,others,2020-01-01
Zoomcar,1970,Bangalore,Transportation and Mobility,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,early traction,2020-01-01
Mera Cashier,1970,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,validation,2020-01-01
Samya AI,1970,,Software-as-a-Service,Revenue growth AI startup in the consumer packed goods (CPG) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,validation,2020-01-01
Kristal AI,1970,,AI,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,early traction,2020-01-01
Invento Robotics,1970,,AI Robotics,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,validation,2020-01-01
Zimyo,1970,Gurgaon,Human Resources and HR Technology,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),0.0,others,2020-01-01
Sabse Sasta Dukaan,1970,Kolkata,Pharmaceuticals,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel investors,0.0,others,2020-01-01
Fitphilia,1970,Mumbai,Healthcare,Provides IoT-enabled treadmill,Nirav Patil,Angel investors,0.0,others,2020-01-01
Medicus,1970,Mumbai,Healthcare,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,others,2020-01-01
Monech,1970,Mumbai,Fintech,Automated platform which will help users to take their financial decisions,,Angel investors,12700.0,validation,2020-01-01
Teach Us,1970,,Education Technology,Educational portal which enables the students to access information related to education at one common platform,,Angel investors,12700.0,validation,2020-01-01
Dealberg,1970,Bangalore,Business-to-Business E-commerce,Deals in office supplies,Abhishek Emmanuel,Undisclosed,0.0,others,2020-01-01
Phenom People,1970,,Human Resources and HR Technology,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi,WestBridge Capital,30000000.0,early traction,2020-01-01
Extra Edge,1970,Pune,Education Technology,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,early traction,2020-01-01
Capital Quotient,1970,Bangalore,Fintech,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,others,2020-01-01
Karfa,1970,Delhi,Ecommerce,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,validation,2020-01-01
Gamerji,1970,,Gaming,Esports tournament platform,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,others,2020-01-01
Bounce,1970,Bangalore,Transportation and Mobility,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,early traction,2020-01-01
Zinier,1970,Bangalore,Automation,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,early traction,2020-01-01
ProEves,1970,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,validation,2020-01-01
Toddle,1970,Bangalore,Fintech,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,0.0,others,2020-01-01
Aesthetic Nutrition,1970,,Food and Beverages,Markets and sells chewable dietary supplements,Divij Bajaj,DSG Consumer Partners,0.0,early traction,2020-01-01
Capital Float,1970,Bangalore,Fintech,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,others,2020-01-01
Ninjacart,1970,Bangalore,Agricultural Technology,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,early traction,2020-01-01
TechnifyBiz,1970,,Agricultural Technology,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,validation,2020-01-01
Wysh,1970,Hyderabad,E-connect,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,early traction,2020-01-01
Keito,1970,Pune,AI,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,validation,2020-01-01
Klub,1970,,Fintech,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,validation,2020-01-01
Aadhar,1970,Mumbai,Ecommerce,Ayurveda wellness and lifestyle consumer brand,,"Sprout Venture Partners, JITO Angel Network, LetsVenture",0.0,validation,2020-01-01
IncubateHub,1970,Bangalore,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,0.0,others,2020-01-01
Rage Coffee,1970,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,0.0,others,2020-01-01
Skilancer,1970,Noida,Technology,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,0.0,others,2020-01-01
Harappa Education,1970,Delhi,Education Technology,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-led Lupa Systems,0.0,others,2020-01-01
Rheo,1970,,Entertainment,Online e-sports streaming and community platform,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,others,2020-01-01
Axio Biosolutions,1970,Bangalore,Medtech,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,early traction,2020-01-01
Techbooze,1970,,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,early traction,2020-01-01
PayMart,1970,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",0.0,others,2020-01-01
Testbook,1970,,Education Technology,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,early traction,2020-01-01
FabAlley,1970,Noida,Ecommerce,Online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,others,2020-01-01
HaikuJAM,1970,,Fintech,Creative writing mobile platform,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,others,2020-01-01
Mamaearth,1970,,Ecommerce,Online baby and mother care brand,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,early traction,2020-01-01
Rentomojo,1970,,Rental Services,"Furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania,GMO Payment Gateway,2000000.0,others,2020-01-01
Zomato,1970,,Food and Beverages,Online food delivery and restaurant discovery platform,Deepinder Goyal,Ant Financial,150000000.0,others,2020-01-01
Byju,1970,,Education Technology,Provides online learning classes,Byju Raveendran,Tiger Global,200000000.0,others,2020-01-01
Generico,1970,Mumbai,Pharmacy,Generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,others,2020-01-01
HighRadius,1970,Hyderabad,Software-as-a-Service,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,early traction,2020-01-01
Chai Kings,1970,Chennai,Beverage,It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),1000000.0,others,2020-01-01
Rivigo,1970,Gurgaon,Supply Chain and Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,early traction,2020-01-01
BuildPan,1970,Indore,Software-as-a-Service,"It helps developers to test, integrate and deploy apps","Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",0.0,validation,2020-01-01
Shiksha,1970,,Education Technology,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Kanav Sachdeva,Mumbai Angels Network,181000.0,others,2020-01-01
Super Surfaces,1970,Hyderabad,Deisgning,A design solution based company,Kumar Varma,Vishnu Reddy,500000.0,early traction,2020-01-01
Quicko,1970,Ahmedabad,Taxation,Online tax planning and filing platform,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",280000.0,others,2020-01-01
Satin Creditcare,1970,Gurgaon,Fintech,A micro finance company,,Austrian Bank,15000000.0,others,2020-01-01
XpressBees,1970,,Supply Chain and Logistics,Provides end to end supply chain solutions,"Supam Maheshwari, Amitava Saha",Alibaba,10000000.0,others,2020-01-01
FarmERP,1970,Pune,Agricultural Technology,Smart agriculture management ERP software platform,"Santosh Shinde, Sanjay Borkar",TechnoGen,0.0,early traction,2020-01-01
Wealth Bucket,1970,,Fintech,An online platform for mutual fund investments,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",3000000.0,others,2020-01-01
GoMechanic,1970,Delhi,Transportation and Mobility,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,early traction,2020-01-01
Fashor,1970,Chennai,Fashion and Lifestyle,Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,early traction,2020-01-01
Leverage Edu,1970,Delhi,Education Technology,AI enabled marketplace that provides career guidance,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",1500000.0,others,2020-01-01
EpiFi,1970,,Fintech,It offers customers with a single interface for all their financial and banking mandates,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",13200000.0,validation,2020-01-01
Purplle,1970,Mumbai,"Cosmetics, Personal Care, and Beauty Products",Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,others,2020-01-01
Shuttl,1970,Delhi,Transportation and Mobility,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,early traction,2020-01-01
Pando,1970,Chennai,Transportation and Mobility,Networked logistics management software,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,early traction,2020-01-01
Bombay Shaving,1970,,Ecommerce,Provides a range of male grooming products,Shantanu Deshpande,Sixth Sense Ventures,6300000.0,others,2019-01-01
Ruangguru,1970,Mumbai,Education Technology,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students","Adamas Belva Syah Devara, Iman Usman.",General Atlantic,150000000.0,early traction,2019-01-01
Eduisfun,1970,Mumbai,Education Technology,It aims to make learning fun via games.,Jatin Solanki,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",28000000.0,others,2019-01-01
HomeLane,1970,Chennai,Interior design,Provides interior designing solutions,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0,early traction,2019-01-01
Nu Genes,1970,Telangana,Agricultural Technology,"It is a seed company engaged in production, processing and marketing of seeds",Narayana Reddy Punyala,Innovation in Food and Agriculture (IFA),6000000.0,others,2019-01-01
FlytBase,1970,Pune,Technology,A drone automation platform,Nitin Gupta,Undisclosed,0.0,others,2019-01-01
Finly,1970,Bangalore,Software-as-a-Service,"It builds software products that makes work simpler, pleasant, and productive","Vivek AG, Veekshith C Rai","Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",0.0,others,2019-01-01
Kratikal,1970,Noida,Technology,It is a product-based cybersecurity solutions provider,"Pavan Kushwaha, Paratosh Bansal, Dip Jung Thapa","Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0,early traction,2019-01-01
Quantiphi,1970,,AI & Tech,It is an AI and big data services company providing business solutions.,Renuka Ramnath,Multiples Alternate Asset Management,20000000.0,early traction,2019-01-01
Lenskart,1970,Delhi,Business-to-Business E-commerce,It is a eyewear company,"Peyush Bansal, Amit Chaudhary, Sumeet Kapahi",SoftBank,275000000.0,early traction,2019-01-01
Cub McPaws,1970,Mumbai,E-commerce & AR,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha – kids,"Abhay Bhat, Kinnar Shah",Venture Catalysts,0.0,others,2019-01-01
Appnomic,1970,Bangalore,Software-as-a-Service,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",D Padmanabhan,Avataar Ventures,22000000.0,others,2019-01-01
Kaleidofin,1970,Chennai,Fintech,Platform that provides complete financial solutions for excluded individuals and households,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,5000000.0,early traction,2019-01-01
JobSquare,1970,Ahmedabad,Human Resources and HR Technology,Technology-based platform that is connecting suitable applicants to the right recruiters,Ishit Jethwa,Titan Capital,140500.0,others,2019-01-01
Open Secret,1970,,Food and Beverages,It produces and sells top quality snacks,"Ahana Gautam, Udit Kejriwal",Matrix Partners,0.0,others,2019-01-01
LivFin,1970,Delhi,Fintech,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",Rakesh Malhotra,German development finance institution DEG,5000000.0,others,2019-01-01
Byju's,1970,,Education Technology,Provides online learning classes,Byju Raveendran,"South Africa’s Naspers Ventures, the CPP Investment Board",540000000.0,others,2019-01-01
Zest Money,1970,Bangalore,Fintech,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.,15000000.0,early traction,2019-01-01
Witblox,1970,,Education Technology,Offers a range of robotics learning tools,Amit Modi,Mumbai Angels Network,182700.0,others,2019-01-01
Azah Personal Care Pvt. Ltd.,1970,Gurgaon,Healthcare,Aims to solve some problems in the feminine hygiene sector,"Mohammed, Shashwat Diesh","Kunal Bahl, Rohit Bansal.",0.0,early traction,2019-01-01
SalaryFits,1970,,Fintech,A platform that promotes financial well-being of employees at workplace,Renato Araujo,Brazilian VC Fund Confrapar,5000000.0,others,2019-01-01
Pristyn Care,1970,,Healthcare,Delivers advanced medical care & clinical excellence aided by next-level technology,"Harsimarbir Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",12000000.0,early traction,2019-01-01
Springboard,1970,,Education Technology,Offers online courses and extensive mentor-based learning,"Gautam Tambay, Parul Gupta",Reach Capital,11000000.0,exit option,2019-01-01
DROR Labs Pvt. Ltd,1970,Delhi,Safety tech,It uses technology to create a trust-based network of responsible citizens to ensure safety,"Dhiraj Naubhar, Dheeraj Bansal",Inflection Point Ventures,0.0,others,2019-01-01
Medlife,1970,Bangalore,Pharmaceuticals,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Wilson Global Opportunities Fund,15500000.0,others,2019-01-01
Seekify,1970,Delhi,Software-as-a-Service,Customer Experience (CX) Automation platform,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,1500000.0,validation,2019-01-01
Toffee Insurance,1970,Haryana,Insurance technology,Provides variety of insurance plans and policies,"Nishant Jain, Rohan Kumar",IVM Intersurer,5500000.0,early traction,2019-01-01
Fireflies .ai,1970,,AI,Developer of an artificial intelligence-powered assistant for businesses,Sam Udotong,Canaan Partners,5000000.0,others,2019-01-01
HungerBox,1970,Bangalore,Food and Beverages,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0,early traction,2019-01-01
Bijak,1970,,Agricultural Technology,B2B platform for agricultural commodities.,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi","Omnivore and Omidyar Network India, Sequoia Capital",2500000.0,validation,2019-01-01
Licious,1970,Bangalore,Food and Beverages,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Growth Fund,30000000.0,early traction,2019-01-01
truMe,1970,,Internet of Things,A global platform for Identity and Access Management,"Babu Dayal, Pramod Uniyal, Lalit Mehta",Rajan Kaistha,140000.0,others,2019-01-01
Pumpkart,1970,Chandigarh,E-marketplace,B2B model for appliances and electrical products,KS Bhatia,Dinesh Dua,0.0,others,2019-01-01
Asteria Aerospace,1970,Bangalore,Robotics,"Develops drones that are used by the military, paramilitary, police forces and in various industries.","Neel Mehta, Nihar Vartak",Reliance Industries,230000000.0,others,2019-01-01
Rivigo,1970,,Supply Chain and Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra","SAIF Partners India VI Ltd, Spring Canter Investment Ltd",20000000.0,early traction,2019-01-01
HappyEasyGo,1970,Gurgaon,Travel,Online flight booking,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0,scaling,2019-01-01
Zetwerk,1970,Bangalore,Manufacturing,Provides facilities to get products manufactured.,"Amit Acharya, Srinath Ramakkrushnan","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0,early traction,2019-01-01
Observe.AI,1970,Bangalore,AI,Creates a voice AI platform,Swapnil,Scale Venture Partners,26000000.0,early traction,2019-01-01
Freshokartz,1970,Jaipur,E-marketplace,Online fruits and vegetables delivery company,Rajendra Lora,ThinkLab,150000.0,early traction,2019-01-01
Lil’ Goodness and sCool meal,1970,Bangalore,Nutrition and Nutrition Technology,It empowers moms to provide the best of foods to their Lil' ones,,"Sajan Pillai, Muthu Krishnan,",400000.0,others,2019-01-01
Trell,1970,Bangalore,Social Media,Blogging platform that enables people to create visual collections of their travel and local experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0,early traction,2019-01-01
VMate,1970,,Fintech,A short video platform,,Alibaba,100000000.0,others,2019-01-01
Bombay Shirt Company,1970,Mumbai,Business-to-Business E-commerce,Online custom shirt brand,Akshay Narvekar,Lightbox Ventures,8000000.0,others,2019-01-01
Slintel,1970,,Software-as-a-Service,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",Deepak Anchala,Stellaris Ventures,1500000.0,others,2019-01-01
